CIC_AEM_VERS = 1.0
CREATION_DATE = 2025-09-10T10:10:01
ORIGINATOR = SUTS

META_START

COMMENT Detumbling simulation output using quaternion

OBJECT_NAME = SUTS
OBJECT_ID = SUTS

REF_FRAME_A = EME2000
REF_FRAME_B = SC_BODY_1
ATTITUDE_DIR = A2B
TIME_SYSTEM = UTC
ATTITUDE_TYPE = QUATERNION

META_STOP

60928 37214.86608 0.479579 -0.718176 0.504196 0.003704
60928 37215.86608 0.479813 -0.717968 0.504271 0.003455
60928 37216.86608 0.480047 -0.717761 0.504345 0.003207
60928 37217.86608 0.480282 -0.717554 0.504417 0.002959
60928 37218.86608 0.480518 -0.717348 0.504487 0.002711
60928 37219.86608 0.480755 -0.717142 0.504556 0.002464
60928 37220.86608 0.481039 -0.716937 0.504576 0.002287
60928 37221.86608 0.481372 -0.716734 0.504548 0.002182
60928 37222.86608 0.481705 -0.716531 0.504518 0.002077
60928 37223.86608 0.482043 -0.717326 0.503068 0.001018
60928 37224.86608 0.482390 -0.718536 0.501004 -0.000457
60928 37225.86608 0.482736 -0.719740 0.498936 -0.001933
60928 37226.86608 0.483080 -0.720938 0.496862 -0.003410
60928 37227.86608 0.483420 -0.722129 0.494783 -0.004888
60928 37228.86608 0.483757 -0.723316 0.492699 -0.006366
60928 37229.86608 0.484091 -0.724497 0.490611 -0.007845
60928 37230.86608 0.484420 -0.725673 0.488518 -0.009325
60928 37231.86608 0.484780 -0.725422 0.488532 -0.009399
60928 37232.86608 0.485166 -0.719470 0.496952 -0.003801
60928 37233.86608 0.485417 -0.727105 0.485337 -0.011692
60928 37234.86608 0.485358 -0.735263 0.472663 -0.020109
60928 37235.86608 0.485364 -0.737637 0.468832 -0.022578
60928 37236.86608 0.485755 -0.733618 0.474868 -0.018609
60928 37237.86608 0.486378 -0.727686 0.483467 -0.013028
60928 37238.86608 0.486952 -0.726383 0.484865 -0.012288
60928 37239.86608 0.487230 -0.731500 0.476649 -0.017920
60928 37240.86608 0.487264 -0.736186 0.469123 -0.022945
60928 37241.86608 0.487457 -0.734202 0.472120 -0.020901
60928 37242.86608 0.487942 -0.725706 0.484881 -0.012380
60928 37243.86608 0.488288 -0.726503 0.483305 -0.013553
60928 37244.86608 0.488751 -0.724409 0.486017 -0.011860
60928 37245.86608 0.489166 -0.721869 0.489416 -0.009661
60928 37246.86608 0.489644 -0.721360 0.489690 -0.009631
60928 37247.86608 0.490136 -0.719173 0.492438 -0.007904
60928 37248.86608 0.490326 -0.723661 0.485525 -0.012649
60928 37249.86608 0.490558 -0.726770 0.480520 -0.016109
60928 37250.86608 0.490661 -0.727837 0.478756 -0.017262
60928 37251.86608 0.490716 -0.732631 0.471111 -0.022447
60928 37252.86608 0.491111 -0.727291 0.479132 -0.017052
60928 37253.86608 0.491241 -0.731918 0.471686 -0.022160
60928 37254.86608 0.491942 -0.721494 0.487134 -0.011812
60928 37255.86608 0.492246 -0.726041 0.479867 -0.016911
60928 37256.86608 0.492931 -0.717134 0.492613 -0.008367
60928 37257.86608 0.493263 -0.721743 0.485384 -0.013464
60928 37258.86608 0.493753 -0.719373 0.488445 -0.011498
60928 37259.86608 0.493906 -0.723620 0.481844 -0.016061
60928 37260.86608 0.494112 -0.726502 0.477153 -0.019327
60928 37261.86608 0.494213 -0.727355 0.475706 -0.020277
60928 37262.86608 0.494239 -0.731919 0.468384 -0.025283
60928 37263.86608 0.494674 -0.726400 0.476712 -0.019638
60928 37264.86608 0.494776 -0.730926 0.469398 -0.024698
60928 37265.86608 0.495529 -0.720554 0.484818 -0.014281
60928 37266.86608 0.495804 -0.725082 0.477553 -0.019421
60928 37267.86608 0.496529 -0.716221 0.490275 -0.010818
60928 37268.86608 0.496834 -0.720810 0.483048 -0.015957
60928 37269.86608 0.497329 -0.718455 0.486097 -0.013978
60928 37270.86608 0.497459 -0.722683 0.479498 -0.018580
60928 37271.86608 0.497642 -0.725571 0.474785 -0.021886
60928 37272.86608 0.497728 -0.726683 0.472930 -0.023126
60928 37273.86608 0.497706 -0.731496 0.465181 -0.028461
60928 37274.86608 0.498166 -0.726292 0.473073 -0.023075
60928 37275.86608 0.498214 -0.731057 0.465326 -0.028465
60928 37276.86608 0.499037 -0.721054 0.480322 -0.018272
60928 37277.86608 0.499257 -0.725816 0.472620 -0.023741
60928 37278.86608 0.500048 -0.717328 0.484929 -0.015372
60928 37279.86608 0.500309 -0.721829 0.477738 -0.020512
60928 37280.86608 0.500710 -0.721682 0.477529 -0.020771
60928 37281.86608 0.500966 -0.723508 0.474382 -0.023036
60928 37282.86608 0.501026 -0.727579 0.467802 -0.027631
60928 37283.86608 0.501013 -0.729865 0.464083 -0.030152
60928 37284.86608 0.501388 -0.725889 0.470129 -0.025963
60928 37285.86608 0.501547 -0.728025 0.466492 -0.028543
60928 37286.86608 0.502220 -0.723328 0.473282 -0.023990
60928 37287.86608 0.502737 -0.723186 0.472928 -0.024424
60928 37288.86608 0.502775 -0.729385 0.462840 -0.031540
60928 37289.86608 0.502847 -0.731676 0.458935 -0.034265
60928 37290.86608 0.503230 -0.729625 0.461916 -0.032252
60928 37291.86608 0.503638 -0.727538 0.464889 -0.030262
60928 37292.86608 0.504055 -0.725426 0.467852 -0.028285
60928 37293.86608 0.504274 -0.726386 0.466040 -0.029623
60928 37294.86608 0.504634 -0.725562 0.466968 -0.029078
60928 37295.86608 0.505036 -0.723901 0.469194 -0.027628
60928 37296.86608 0.505061 -0.727750 0.462885 -0.032105
60928 37297.86608 0.504751 -0.734141 0.452454 -0.039350
60928 37298.86608 0.505297 -0.730680 0.457712 -0.035811
60928 37299.86608 0.505713 -0.728794 0.460384 -0.034054
60928 37300.86608 0.506311 -0.725022 0.465911 -0.030334
60928 37301.86608 0.506923 -0.722970 0.468530 -0.028700
60928 37302.86608 0.507244 -0.725298 0.464365 -0.031803
60928 37303.86608 0.507041 -0.731756 0.453761 -0.039279
60928 37304.86608 0.506725 -0.736587 0.445711 -0.044840
60928 37305.86608 0.506980 -0.735395 0.447510 -0.043606
60928 37306.86608 0.507794 -0.729627 0.456491 -0.037486
60928 37307.86608 0.508589 -0.725295 0.462794 -0.033265
60928 37308.86608 0.508912 -0.727134 0.459346 -0.035856
60928 37309.86608 0.508647 -0.733523 0.448712 -0.043355
60928 37310.86608 0.508285 -0.738301 0.440639 -0.048933
60928 37311.86608 0.508595 -0.736722 0.443102 -0.047240
60928 37312.86608 0.509633 -0.728968 0.455384 -0.038803
60928 37313.86608 0.510592 -0.722558 0.464936 -0.032267
60928 37314.86608 0.511074 -0.722321 0.464754 -0.032568
60928 37315.86608 0.511038 -0.726733 0.457461 -0.037799
60928 37316.86608 0.510936 -0.729572 0.452746 -0.041105
60928 37317.86608 0.511365 -0.726305 0.457793 -0.037565
60928 37318.86608 0.512247 -0.718300 0.469895 -0.029094
60928 37319.86608 0.512480 -0.721101 0.465092 -0.032672
60928 37320.86608 0.512825 -0.720994 0.464857 -0.032945
60928 37321.86608 0.513131 -0.721233 0.464103 -0.033574
60928 37322.86608 0.513427 -0.721480 0.463347 -0.034195
60928 37323.86608 0.513718 -0.721730 0.462589 -0.034811
60928 37324.86608 0.514006 -0.721982 0.461828 -0.035423
60928 37325.86608 0.514294 -0.722235 0.461064 -0.036033
60928 37326.86608 0.514581 -0.722488 0.460299 -0.036641
60928 37327.86608 0.514868 -0.722742 0.459530 -0.037247
60928 37328.86608 0.515156 -0.722995 0.458759 -0.037851
60928 37329.86608 0.515444 -0.723248 0.457985 -0.038454
60928 37330.86608 0.515732 -0.723502 0.457209 -0.039056
60928 37331.86608 0.516021 -0.723755 0.456431 -0.039655
60928 37332.86608 0.516310 -0.724007 0.455650 -0.040254
60928 37333.86608 0.516600 -0.724260 0.454866 -0.040850
60928 37334.86608 0.516890 -0.724513 0.454080 -0.041446
60928 37335.86608 0.517181 -0.724765 0.453291 -0.042039
60928 37336.86608 0.517472 -0.725017 0.452500 -0.042632
60928 37337.86608 0.517763 -0.725269 0.451706 -0.043223
60928 37338.86608 0.518046 -0.725519 0.450920 -0.043825
60928 37339.86608 0.518177 -0.725755 0.450307 -0.044674
60928 37340.86608 0.518300 -0.725989 0.449702 -0.045535
60928 37341.86608 0.518423 -0.726223 0.449094 -0.046395
60928 37342.86608 0.518547 -0.726456 0.448484 -0.047253
60928 37343.86608 0.518671 -0.726689 0.447871 -0.048110
60928 37344.86608 0.518796 -0.726922 0.447255 -0.048966
60928 37345.86608 0.518921 -0.727155 0.446638 -0.049821
60928 37346.86608 0.519047 -0.727387 0.446017 -0.050674
60928 37347.86608 0.519173 -0.727618 0.445395 -0.051526
60928 37348.86608 0.519299 -0.727849 0.444770 -0.052377
60928 37349.86608 0.519426 -0.728080 0.444143 -0.053226
60928 37350.86608 0.519554 -0.728310 0.443513 -0.054075
60928 37351.86608 0.519708 -0.728332 0.443222 -0.054679
60928 37352.86608 0.519901 -0.728044 0.443440 -0.054917
60928 37353.86608 0.520096 -0.727755 0.443656 -0.055154
60928 37354.86608 0.520292 -0.727466 0.443870 -0.055391
60928 37355.86608 0.520490 -0.727177 0.444082 -0.055626
60928 37356.86608 0.520689 -0.726889 0.444292 -0.055860
60928 37357.86608 0.520890 -0.726600 0.444500 -0.056092
60928 37358.86608 0.521091 -0.726312 0.444705 -0.056324
60928 37359.86608 0.521294 -0.726024 0.444909 -0.056554
60928 37360.86608 0.521497 -0.725736 0.445110 -0.056782
60928 37361.86608 0.521702 -0.725449 0.445309 -0.057010
60928 37362.86608 0.521908 -0.725162 0.445507 -0.057236
60928 37363.86608 0.522116 -0.724875 0.445702 -0.057461
60928 37364.86608 0.522324 -0.724588 0.445894 -0.057684
60928 37365.86608 0.522533 -0.724302 0.446085 -0.057906
60928 37366.86608 0.522744 -0.724017 0.446274 -0.058127
60928 37367.86608 0.522955 -0.723731 0.446460 -0.058346
60928 37368.86608 0.523168 -0.723446 0.446645 -0.058564
60928 37369.86608 0.523382 -0.723161 0.446827 -0.058780
60928 37370.86608 0.523597 -0.722877 0.447007 -0.058995
60928 37371.86608 0.523813 -0.722592 0.447184 -0.059209
60928 37372.86608 0.524031 -0.722309 0.447360 -0.059421
60928 37373.86608 0.524249 -0.722025 0.447533 -0.059632
60928 37374.86608 0.524469 -0.721742 0.447705 -0.059842
60928 37375.86608 0.524690 -0.721460 0.447874 -0.060050
60928 37376.86608 0.524911 -0.721177 0.448041 -0.060257
60928 37377.86608 0.525135 -0.720895 0.448205 -0.060462
60928 37378.86608 0.525359 -0.720614 0.448368 -0.060666
60928 37379.86608 0.525584 -0.720333 0.448528 -0.060869
60928 37380.86608 0.525811 -0.720052 0.448686 -0.061070
60928 37381.86608 0.526038 -0.719772 0.448842 -0.061269
60928 37382.86608 0.526267 -0.719492 0.448995 -0.061467
60928 37383.86608 0.526497 -0.719212 0.449146 -0.061664
60928 37384.86608 0.526728 -0.718933 0.449295 -0.061859
60928 37385.86608 0.526961 -0.718654 0.449442 -0.062053
60928 37386.86608 0.527194 -0.718376 0.449587 -0.062245
60928 37387.86608 0.527429 -0.718098 0.449729 -0.062436
60928 37388.86608 0.527665 -0.717821 0.449869 -0.062626
60928 37389.86608 0.527902 -0.717544 0.450006 -0.062814
60928 37390.86608 0.528139 -0.717273 0.450133 -0.063006
60928 37391.86608 0.528324 -0.717389 0.449638 -0.063654
60928 37392.86608 0.528503 -0.717555 0.449062 -0.064359
60928 37393.86608 0.528684 -0.717721 0.448483 -0.065063
60928 37394.86608 0.528864 -0.717887 0.447902 -0.065765
60928 37395.86608 0.529046 -0.718052 0.447318 -0.066466
60928 37396.86608 0.529228 -0.718218 0.446732 -0.067166
60928 37397.86608 0.529411 -0.718383 0.446144 -0.067865
60928 37398.86608 0.529594 -0.718548 0.445553 -0.068562
60928 37399.86608 0.529778 -0.718713 0.444960 -0.069258
60928 37400.86608 0.529963 -0.718878 0.444365 -0.069952
60928 37401.86608 0.530148 -0.719043 0.443767 -0.070646
60928 37402.86608 0.530333 -0.719208 0.443167 -0.071338
60928 37403.86608 0.530519 -0.719373 0.442565 -0.072029
60928 37404.86608 0.530706 -0.719538 0.441961 -0.072718
60928 37405.86608 0.530893 -0.719702 0.441354 -0.073406
60928 37406.86608 0.531080 -0.719867 0.440745 -0.074093
60928 37407.86608 0.531268 -0.720031 0.440134 -0.074779
60928 37408.86608 0.531456 -0.720195 0.439521 -0.075463
60928 37409.86608 0.531645 -0.720359 0.438905 -0.076147
60928 37410.86608 0.531835 -0.720523 0.438287 -0.076829
60928 37411.86608 0.532024 -0.720687 0.437667 -0.077510
60928 37412.86608 0.532214 -0.720851 0.437045 -0.078189
60928 37413.86608 0.532405 -0.721014 0.436421 -0.078868
60928 37414.86608 0.532596 -0.721178 0.435795 -0.079545
60928 37415.86608 0.532787 -0.721341 0.435166 -0.080221
60928 37416.86608 0.532979 -0.721504 0.434536 -0.080896
60928 37417.86608 0.533171 -0.721667 0.433903 -0.081570
60928 37418.86608 0.533363 -0.721830 0.433269 -0.082242
60928 37419.86608 0.533556 -0.721993 0.432632 -0.082914
60928 37420.86608 0.533749 -0.722155 0.431993 -0.083584
60928 37421.86608 0.533942 -0.722317 0.431352 -0.084253
60928 37422.86608 0.534136 -0.722480 0.430710 -0.084921
60928 37423.86608 0.534330 -0.722642 0.430065 -0.085588
60928 37424.86608 0.534524 -0.722804 0.429418 -0.086254
60928 37425.86608 0.534718 -0.722965 0.428769 -0.086918
60928 37426.86608 0.534913 -0.723127 0.428118 -0.087582
60928 37427.86608 0.535108 -0.723288 0.427465 -0.088244
60928 37428.86608 0.535303 -0.723449 0.426811 -0.088906
60928 37429.86608 0.535499 -0.723610 0.426154 -0.089566
60928 37430.86608 0.535695 -0.723771 0.425495 -0.090225
60928 37431.86608 0.535891 -0.723932 0.424835 -0.090883
60928 37432.86608 0.536087 -0.724092 0.424172 -0.091540
60928 37433.86608 0.536283 -0.724252 0.423508 -0.092197
60928 37434.86608 0.536480 -0.724412 0.422842 -0.092851
60928 37435.86608 0.536677 -0.724572 0.422173 -0.093505
60928 37436.86608 0.537042 -0.723986 0.422779 -0.093215
60928 37437.86608 0.537636 -0.722289 0.425293 -0.091496
60928 37438.86608 0.538224 -0.720585 0.427800 -0.089773
60928 37439.86608 0.538806 -0.718873 0.430299 -0.088047
60928 37440.86608 0.539381 -0.717160 0.432780 -0.086325
60928 37441.86608 0.539845 -0.715980 0.434359 -0.085275
60928 37442.86608 0.539288 -0.719912 0.427410 -0.090642
60928 37443.86608 0.541077 -0.712465 0.439230 -0.081894
60928 37444.86608 0.540696 -0.716079 0.432807 -0.086931
60928 37445.86608 0.541014 -0.715863 0.432724 -0.087138
60928 37446.86608 0.541316 -0.715660 0.432643 -0.087336
60928 37447.86608 0.541610 -0.715464 0.432562 -0.087528
60928 37448.86608 0.541898 -0.715272 0.432480 -0.087717
60928 37449.86608 0.542184 -0.715082 0.432396 -0.087905
60928 37450.86608 0.542469 -0.714894 0.432312 -0.088091
60928 37451.86608 0.542754 -0.714707 0.432227 -0.088277
60928 37452.86608 0.543039 -0.714520 0.432140 -0.088463
60928 37453.86608 0.543323 -0.714334 0.432051 -0.088648
60928 37454.86608 0.543608 -0.714149 0.431962 -0.088833
60928 37455.86608 0.543893 -0.713964 0.431870 -0.089017
60928 37456.86608 0.544179 -0.713779 0.431778 -0.089201
60928 37457.86608 0.544465 -0.713595 0.431684 -0.089384
60928 37458.86608 0.544751 -0.713411 0.431588 -0.089567
60928 37459.86608 0.545037 -0.713228 0.431491 -0.089750
60928 37460.86608 0.545324 -0.713046 0.431393 -0.089932
60928 37461.86608 0.545611 -0.712864 0.431292 -0.090114
60928 37462.86608 0.545899 -0.712682 0.431191 -0.090295
60928 37463.86608 0.546187 -0.712501 0.431087 -0.090476
60928 37464.86608 0.546476 -0.712320 0.430982 -0.090656
60928 37465.86608 0.546765 -0.712140 0.430876 -0.090836
60928 37466.86608 0.547055 -0.711960 0.430768 -0.091015
60928 37467.86608 0.547345 -0.711781 0.430658 -0.091193
60928 37468.86608 0.547635 -0.711602 0.430546 -0.091371
60928 37469.86608 0.547926 -0.711424 0.430433 -0.091548
60928 37470.86608 0.548217 -0.711246 0.430318 -0.091725
60928 37471.86608 0.548509 -0.711069 0.430201 -0.091900
60928 37472.86608 0.548802 -0.710892 0.430083 -0.092075
60928 37473.86608 0.549095 -0.710716 0.429962 -0.092249
60928 37474.86608 0.549389 -0.710540 0.429840 -0.092423
60928 37475.86608 0.549482 -0.711291 0.428181 -0.093782
60928 37476.86608 0.549490 -0.712430 0.425858 -0.095651
60928 37477.86608 0.549493 -0.713562 0.423530 -0.097519
60928 37478.86608 0.549490 -0.714687 0.421196 -0.099386
60928 37479.86608 0.549482 -0.715805 0.418857 -0.101252
60928 37480.86608 0.549468 -0.716916 0.416513 -0.103117
60928 37481.86608 0.549449 -0.718020 0.414164 -0.104981
60928 37482.86608 0.549875 -0.717381 0.414815 -0.104549
60928 37483.86608 0.549131 -0.721252 0.407575 -0.110150
60928 37484.86608 0.547753 -0.726597 0.397730 -0.117621
60928 37485.86608 0.547397 -0.728019 0.395002 -0.119654
60928 37486.86608 0.548725 -0.724024 0.401998 -0.114402
60928 37487.86608 0.550592 -0.718343 0.411490 -0.107274
60928 37488.86608 0.551459 -0.716566 0.413855 -0.105595
60928 37489.86608 0.550780 -0.720371 0.406607 -0.111255
60928 37490.86608 0.549425 -0.725674 0.396764 -0.118773
60928 37491.86608 0.549087 -0.727078 0.394034 -0.120827
60928 37492.86608 0.550436 -0.723084 0.401015 -0.115568
60928 37493.86608 0.552324 -0.717413 0.410489 -0.108423
60928 37494.86608 0.553196 -0.715639 0.412846 -0.106740
60928 37495.86608 0.552505 -0.719434 0.405604 -0.112421
60928 37496.86608 0.551135 -0.724725 0.395769 -0.119964
60928 37497.86608 0.550792 -0.726125 0.393038 -0.122027
60928 37498.86608 0.552154 -0.722143 0.400006 -0.116754
60928 37499.86608 0.554056 -0.716486 0.409464 -0.109588
60928 37500.86608 0.554930 -0.714717 0.411813 -0.107901
60928 37501.86608 0.554226 -0.718504 0.404576 -0.113600
60928 37502.86608 0.552839 -0.723782 0.394750 -0.121168
60928 37503.86608 0.552492 -0.725181 0.392018 -0.123240
60928 37504.86608 0.553865 -0.721209 0.398972 -0.117952
60928 37505.86608 0.555782 -0.715567 0.408413 -0.110766
60928 37506.86608 0.556658 -0.713803 0.410755 -0.109073
60928 37507.86608 0.555941 -0.717582 0.403522 -0.114790
60928 37508.86608 0.554537 -0.722848 0.393704 -0.122383
60928 37509.86608 0.554186 -0.724244 0.390971 -0.124463
60928 37510.86608 0.555571 -0.720283 0.397912 -0.119161
60928 37511.86608 0.557503 -0.714657 0.407336 -0.111953
60928 37512.86608 0.558382 -0.712899 0.409670 -0.110256
60928 37513.86608 0.557651 -0.716668 0.402441 -0.115990
60928 37514.86608 0.556230 -0.721922 0.392630 -0.123608
60928 37515.86608 0.555874 -0.723315 0.389896 -0.125696
60928 37516.86608 0.557271 -0.719366 0.396824 -0.120380
60928 37517.86608 0.559219 -0.713756 0.406231 -0.113151
60928 37518.86608 0.560100 -0.712004 0.408556 -0.111448
60928 37519.86608 0.559356 -0.715764 0.401331 -0.117200
60928 37520.86608 0.557918 -0.721005 0.391528 -0.124841
60928 37521.86608 0.557559 -0.722396 0.388792 -0.126938
60928 37522.86608 0.558968 -0.718459 0.395706 -0.121607
60928 37523.86608 0.560931 -0.712865 0.405095 -0.114357
60928 37524.86608 0.561815 -0.711118 0.407412 -0.112649
60928 37525.86608 0.561057 -0.714870 0.400191 -0.118418
60928 37526.86608 0.559603 -0.720097 0.390395 -0.126083
60928 37527.86608 0.559239 -0.721486 0.387657 -0.128187
60928 37528.86608 0.560661 -0.717561 0.394557 -0.122842
60928 37529.86608 0.562640 -0.711984 0.403929 -0.115570
60928 37530.86608 0.563526 -0.710244 0.406237 -0.113856
60928 37531.86608 0.562755 -0.713986 0.399019 -0.119643
60928 37532.86608 0.561284 -0.719199 0.389229 -0.127331
60928 37533.86608 0.560916 -0.720585 0.386490 -0.129443
60928 37534.86608 0.562351 -0.716674 0.393375 -0.124083
60928 37535.86608 0.564345 -0.711114 0.402730 -0.116789
60928 37536.86608 0.565235 -0.709380 0.405030 -0.115070
60928 37537.86608 0.564451 -0.713112 0.397814 -0.120873
60928 37538.86608 0.562962 -0.718312 0.388031 -0.128585
60928 37539.86608 0.562591 -0.719695 0.385289 -0.130705
60928 37540.86608 0.564038 -0.715796 0.392160 -0.125329
60928 37541.86608 0.566049 -0.710255 0.401497 -0.118014
60928 37542.86608 0.566941 -0.708527 0.403787 -0.116288
60928 37543.86608 0.566144 -0.712250 0.396574 -0.122108
60928 37544.86608 0.564638 -0.717435 0.386797 -0.129843
60928 37545.86608 0.564263 -0.718815 0.384052 -0.131970
60928 37546.86608 0.565723 -0.714930 0.390909 -0.126579
60928 37547.86608 0.567750 -0.709407 0.400229 -0.119242
60928 37548.86608 0.568646 -0.707686 0.402509 -0.117510
60928 37549.86608 0.567835 -0.711399 0.395298 -0.123346
60928 37550.86608 0.566313 -0.716569 0.385526 -0.131104
60928 37551.86608 0.565934 -0.717946 0.382779 -0.133238
60928 37552.86608 0.567408 -0.714075 0.389621 -0.127832
60928 37553.86608 0.569451 -0.708571 0.398923 -0.120472
60928 37554.86608 0.570350 -0.706857 0.401194 -0.118734
60928 37555.86608 0.569526 -0.710559 0.393985 -0.124587
60928 37556.86608 0.567987 -0.715714 0.384218 -0.132367
60928 37557.86608 0.567604 -0.717088 0.381467 -0.134508
60928 37558.86608 0.569091 -0.713232 0.388294 -0.129086
60928 37559.86608 0.571151 -0.707748 0.397578 -0.121704
60928 37560.86608 0.572053 -0.706041 0.399840 -0.119959
60928 37561.86608 0.571216 -0.709733 0.392632 -0.125827
60928 37562.86608 0.569660 -0.714872 0.382869 -0.133630
60928 37563.86608 0.569270 -0.716241 0.380122 -0.135786
60928 37564.86608 0.570687 -0.712374 0.387054 -0.130497
60928 37565.86608 0.572681 -0.706878 0.396445 -0.123252
60928 37566.86608 0.573507 -0.705145 0.398822 -0.121660
60928 37567.86608 0.572569 -0.708798 0.391741 -0.127702
60928 37568.86608 0.570903 -0.713899 0.382111 -0.135680
60928 37569.86608 0.570422 -0.715243 0.379480 -0.137988
60928 37570.86608 0.571857 -0.711382 0.386402 -0.132697
60928 37571.86608 0.573881 -0.705896 0.395773 -0.125436
60928 37572.86608 0.574716 -0.704167 0.398138 -0.123842
60928 37573.86608 0.573759 -0.707814 0.391059 -0.129896
60928 37574.86608 0.572064 -0.712907 0.381435 -0.137891
60928 37575.86608 0.571575 -0.714251 0.378802 -0.140204
60928 37576.86608 0.573031 -0.710399 0.385707 -0.134901
60928 37577.86608 0.575085 -0.704924 0.395058 -0.127625
60928 37578.86608 0.575929 -0.703198 0.397412 -0.126027
60928 37579.86608 0.574951 -0.706838 0.390335 -0.132095
60928 37580.86608 0.573227 -0.711923 0.380718 -0.140107
60928 37581.86608 0.572730 -0.713267 0.378081 -0.142424
60928 37582.86608 0.574207 -0.709425 0.384971 -0.137111
60928 37583.86608 0.576290 -0.703962 0.394302 -0.129821
60928 37584.86608 0.577143 -0.702238 0.396645 -0.128220
60928 37585.86608 0.576145 -0.705872 0.389571 -0.134301
60928 37586.86608 0.574391 -0.710949 0.379959 -0.142330
60928 37587.86608 0.573885 -0.712292 0.377320 -0.144653
60928 37588.86608 0.575383 -0.708460 0.384195 -0.139330
60928 37589.86608 0.577496 -0.703008 0.393506 -0.132025
60928 37590.86608 0.578357 -0.701288 0.395839 -0.130422
60928 37591.86608 0.577338 -0.704915 0.388766 -0.136517
60928 37592.86608 0.575554 -0.709982 0.379162 -0.144563
60928 37593.86608 0.575040 -0.711326 0.376521 -0.146892
60928 37594.86608 0.576558 -0.707504 0.383379 -0.141559
60928 37595.86608 0.578701 -0.702064 0.392672 -0.134239
60928 37596.86608 0.579569 -0.700348 0.394994 -0.132634
60928 37597.86608 0.578530 -0.703966 0.387924 -0.138744
60928 37598.86608 0.576716 -0.709024 0.378326 -0.146808
60928 37599.86608 0.576192 -0.710367 0.375683 -0.149143
60928 37600.86608 0.577732 -0.706556 0.382527 -0.143800
60928 37601.86608 0.579903 -0.701129 0.391800 -0.136467
60928 37602.86608 0.580546 -0.700087 0.392925 -0.135844
60928 37603.86608 0.578668 -0.705854 0.381863 -0.145241
60928 37604.86608 0.575891 -0.712923 0.368206 -0.156570
60928 37605.86608 0.574422 -0.716286 0.361496 -0.162154
60928 37606.86608 0.575192 -0.714686 0.364352 -0.160079
60928 37607.86608 0.576843 -0.711285 0.370315 -0.155536
60928 37608.86608 0.578482 -0.707693 0.376597 -0.150680
60928 37609.86608 0.578153 -0.709126 0.373135 -0.153789
60928 37610.86608 0.579872 -0.705275 0.379822 -0.148564
60928 37611.86608 0.577356 -0.711795 0.366885 -0.159381
60928 37612.86608 0.579013 -0.708095 0.373625 -0.154110
60928 37613.86608 0.575653 -0.715905 0.358116 -0.166902
60928 37614.86608 0.577305 -0.712346 0.364915 -0.161616
60928 37615.86608 0.575429 -0.716525 0.356388 -0.168703
60928 37616.86608 0.577188 -0.712908 0.363172 -0.163470
60928 37617.86608 0.577610 -0.712178 0.364201 -0.162872
60928 37618.86608 0.578920 -0.709673 0.368361 -0.159768
60928 37619.86608 0.580563 -0.706196 0.374417 -0.155067
60928 37620.86608 0.580221 -0.707611 0.370951 -0.158194
60928 37621.86608 0.581983 -0.703781 0.377614 -0.152955
60928 37622.86608 0.579391 -0.710259 0.364695 -0.163816
60928 37623.86608 0.581089 -0.706581 0.371411 -0.158530
60928 37624.86608 0.577633 -0.714344 0.355928 -0.171371
60928 37625.86608 0.579326 -0.710808 0.362703 -0.166071
60928 37626.86608 0.577395 -0.714964 0.354187 -0.173186
60928 37627.86608 0.579196 -0.711368 0.360948 -0.167939
60928 37628.86608 0.579621 -0.710645 0.361967 -0.167342
60928 37629.86608 0.580957 -0.708153 0.366110 -0.164232
60928 37630.86608 0.582635 -0.704698 0.372145 -0.159517
60928 37631.86608 0.582273 -0.706101 0.368675 -0.162660
60928 37632.86608 0.584074 -0.702295 0.375316 -0.157405
60928 37633.86608 0.581402 -0.708731 0.362415 -0.168309
60928 37634.86608 0.583141 -0.705077 0.369109 -0.163009
60928 37635.86608 0.579586 -0.712791 0.353651 -0.175899
60928 37636.86608 0.581320 -0.709278 0.360405 -0.170586
60928 37637.86608 0.579331 -0.713410 0.351900 -0.177730
60928 37638.86608 0.581175 -0.709836 0.358639 -0.172471
60928 37639.86608 0.581602 -0.709120 0.359649 -0.171875
60928 37640.86608 0.582965 -0.706640 0.363774 -0.168759
60928 37641.86608 0.584677 -0.703209 0.369788 -0.164031
60928 37642.86608 0.584295 -0.704598 0.366316 -0.167190
60928 37643.86608 0.586135 -0.700818 0.372936 -0.161921
60928 37644.86608 0.583381 -0.707209 0.360053 -0.172869
60928 37645.86608 0.585085 -0.703744 0.366412 -0.167816
60928 37646.86608 0.581264 -0.711711 0.350341 -0.181273
60928 37647.86608 0.582892 -0.708548 0.356446 -0.176471
60928 37648.86608 0.580668 -0.712943 0.347307 -0.184158
60928 37649.86608 0.582414 -0.709727 0.353401 -0.179412
60928 37650.86608 0.583064 -0.708597 0.355240 -0.178133
60928 37651.86608 0.587227 -0.700171 0.370907 -0.165385
60928 37652.86608 0.586130 -0.703032 0.364709 -0.170839
60928 37653.86608 0.588601 -0.698037 0.373466 -0.163753
60928 37654.86608 0.587350 -0.701145 0.367045 -0.169388
60928 37655.86608 0.587088 -0.702023 0.364797 -0.171504
60928 37656.86608 0.583151 -0.709998 0.348710 -0.185039
60928 37657.86608 0.584746 -0.706967 0.354581 -0.180393
60928 37658.86608 0.582408 -0.711450 0.345242 -0.188278
